# VASP Wiki INCAR tag help for pei_vasp_univ_find_and_change.
# Source: https://vasp.at/wiki/Category:INCAR_tag
# Retrieved: 2026-07-20; 609 INCAR keys/families from 612 category pages.
# NPPSTR and PFLAT use their page titles because their Wiki TAGDEF templates currently name another tag.
# NICS, POSNICS, NMRCAR.magres, and Profiling are category pages but not INCAR keys.
# Format: TAG<TAB>concise description; common choices and/or defaults.
LIBMBD_K_GRID_SHIFT	LIBMBD_K_GRID_SHIFT sets the shift for the k-mesh of the collective oscillations defined in the...; default=0.5 (default in libMBD)
LIBMBD_MBD_A	LIBMBD_MBD_A sets the value of the damping parameter a in the many-body methods as implemented in the...; default=6.0
LIBMBD_MBD_BETA	LIBMBD_MBD_BETA sets the value of the scaling factor (usually denoted s_R) in the many-body methods as...; default=value that was determined for the exchange-...
LIBMBD_METHOD	LIBMBD_METHOD selects one of the methods available in the library libMBD of many-body dispersion...; default=mbd-rsscs (default in libMBD)
LIBMBD_N_OMEGA_GRID	LIBMBD_N_OMEGA_GRID sets the number of points on the grid of imaginary frequencies used in the library...; default=15 (default in libMBD)
LIBMBD_PARALLEL_MODE	LIBMBD_PARALLEL_MODE selects the parallelization scheme used in the library libMBD of many-body...; options=auto/kpoints/atoms
LIBMBD_R0AU	LIBMBD_R0AU defines the free-atom R_0 parameters (bohr) used in the Tkatchenko-Scheffler and Many-body...
LIBMBD_TS_D	LIBMBD_TS_D sets the value of the damping parameter d in the Tkatchenko-Scheffler method as...; default=20
LIBMBD_TS_SR	LIBMBD_TS_SR sets the value of the scaling factor s_R in the Tkatchenko-Scheffler method as...; default=value that was determined for the exchange-...
LIBMBD_VDW_PARAMS_KIND	LIBMBD_VDW_PARAMS_KIND sets the type of free-atom van der Waals parameters that are used for the...; options=ts/tssurf
LIBMBD_XC	LIBMBD_XC sets the exchange-correlation functional for the setting of damping parameters used in the...; options=pbe/pbe0/hse/blyp/b3lyp/revpbe/am05/none
LIBXC1	LIBXC1 specifies the exchange or exchange-correlation functional from the library of exchange-...
LIBXC1_PN	LIBXC1_Pn, where n=1, 2, allows to specify the values of the parameters of the functional implemented...
LIBXC2	LIBXC2 specifies the correlation functional from the library of exchange-correlation functionals...
LIBXC2_PN	LIBXC2_Pn, where n=1, 2, allows to specify the values of the parameters of the functional implemented...
LKPOINTS_OPT	Enable reading the KPOINTS_OPT file; T=on, F=off; default=TRUE
LKPOINTS_WAN	LKPOINTS_WAN controlls whether VASP reads the KPOINTS_WAN file; T=on, F=off; default=TRUE
LKPROJ	Switches on the k-point projection scheme; T=on, F=off; default=FALSE
LLRAUG	LLRAUG calculates the two-center contributions to the chemical shift tensor; T=on, F=off; default=FALSE
LMAXFOCK	LMAXFOCK sets the maximum angular momentum quantum number L for the augmentation of charge densities...; default=4
LMAXFOCKAE	NMAXFOCKAE and LMAXFOCKAE determine whether the overlap densities in the Fock exchange and correlated...; defaults=-1/4
LMAXMIX	LMAXMIX controls up to which l-quantum number the one-center PAW charge densities are passed through...; default=2
LMAXPAW	The maximum l-quantum number for the evaluation of the one-center terms on the radial grids in the PAW...; default=2l max, where l max is the maximum angular...
LMAXTAU	LMAXTAU is the maximum l-quantum number included in the PAW one-center expansion of the kinetic energy...; defaults=6/0
LMIXTAU	Send the kinetic-energy density through the density mixer as well; T=on, F=off; default=FALSE
LMODELHF	LMODELHF selects dielectric-dependent range-separated hybrid functionals with AEXX and BEXX for the...; T=on, F=off; default=FALSE
LMONO	LMONO switches on monopole-monopole corrections for the total energy; T=on, F=off; default=FALSE
LMP2LT	LMP2LT selects a Laplace transformed MP2 algorithm; T=on, F=off; default=FALSE
LNABLA	LNABLA=.TRUE. evaluates the transversal expression for the frequency dependent dielectric matrix; T=on, F=off; default=FALSE
LNICSALL	LNICSALL=.TRUE. calculates the NICS at the positions on the fine FFT grid NGXF x NGYF x NGZF; T=on, F=off; default=FALSE
LNMRCAR	Write the NMRCAR.magres file for EFG calculations and chemical shielding calculations; T=on, F=off; default=TRUE
LNMRLEG	LNMRLEG controls whether VASP prints NMR properties to OUTCAR according to the old format (pre-version...; T=on, F=off; default=FALSE
LNMRSHIELD	LNMRSHIELD controls whether the shielding or shift is printed; T=on, F=off; default=TRUE
LNMR_SYM_RED	Discard symmetry operations that are not consistent with the way k-space derivatives are calculated in...; T=on, F=off; default=FALSE
LNOAUGXC	LNOAUGXC specifies if a METAGGA functional is evaluated with a density that is augmented or not; T=on, F=off; default=FALSE
LNONCOLLINEAR	Switch on noncollinear magnetic calculations; T=on, F=off; defaults=False/True
LOCPROJ	The LOCPROJ tag specifies local functions on which the orbitals are projected. These projections are...; options=' : ' : '; default=None
LOPTICS	LOPTICS=.TRUE. calculates the frequency dependent dielectric matrix after the electronic ground state...; T=on, F=off; default=FALSE
LORBIT	Selects a projection method onto local quantum numbers (lm) and writes PROCAR/PROOUT file; options=0/1/2/5/10/11/12; default=0
LORBMOM	Specifies whether the orbital moments are written out. Only applicable in a calculation using; T=on, F=off; default=FALSE
LPARD	Determines whether partial (band and/or k-point-decomposed) charge densities are evaluated; T=on, F=off; default=FALSE
LPARDH5	LPARDH5 determines whether the partial charges are written to PARCHG or vaspout.h5; T=on, F=off; default=FALSE
LPEAD	For LPEAD=.TRUE., the derivative of the cell-periodic part of the orbitals w.r.t. k, |kunk, is...; T=on, F=off; default=FALSE
LPHON_DISPERSION	LPHON_DISPERSION requests the calculation of the phonon dispersion along the q-point path supplied in...; T=on, F=off; default=FALSE
LPHON_POLAR	LPHON_POLAR includes dipole-dipole corrections in the computation of the phonon dispersion. For this...; T=on, F=off; default=FALSE
LPHON_READ_FORCE_CONSTANTS	LPHON_READ_FORCE_CONSTANTS read the force constants from a vaspin.h5 file containing the force...; T=on, F=off; default=FALSE
LPLANE	LPLANE switches on the plane-wise data distribution in real space; T=on, F=off; default=TRUE
LPOSNICS	LPOSNICS controls if VASP reads the POSNICS file; T=on, F=off; default=TRUE
LREAL	LREAL determines whether the projection operators are evaluated in real-space or in reciprocal space; options=FALSE/Auto (or A)/On (or O)/TRUE; default=FALSE
LRHFCALC	Switch on the decomposition of the exchange for the hybrid functionals using full Hartree-Fock...; T=on, F=off; default=FALSE
LRPA	LRPA=.TRUE. includes local field effect on the Hartree level only; T=on, F=off; default=FALSE
LRPAFORCE	LRPAFORCE=.TRUE. calculates forces in the random-phase approximation (RPA); T=on, F=off; default=FALSE
LSCAAWARE	LSCAAWARE controls the distribution of the Hamilton matrix; T=on, F=off; defaults=TRUE/FALSE
LSCALAPACK	LSCALAPACK controls the use of scaLAPACK; T=on, F=off; defaults=TRUE/FALSE
LSCALER0	Decides whether to re-scale the van der Waals radii R_{0} (LSCALER0=.TRUE.) or not; T=on, F=off; default=TRUE
LSCALU	LSCALU switches on the parallel LU decomposition (using scaLAPACK) in the orthonormalization of the...; T=on, F=off; default=FALSE
LSCDM	LSCDM switches on the selected columns of the density matrix (SCDM) method; T=on, F=off; default=FALSE
LSCK	LSCK=.True. switches on the squeezed Coulomb kernel; T=on, F=off; default=FALSE
LSCRPA	LSCRPA selects the spectral-cRPA method; T=on, F=off; default=FALSE
LSCSGRAD	Decides whether to compute gradients in the calculation of the MBD dispersion energy or the SCS...; T=on, F=off; default=TRUE
LSELFENERGY	Controls whether the frequency-dependent self-energy is calculated or not; T=on, F=off; default=FALSE
LSEPB	Specifies whether the partial charge density is summed up for all selected bands or separated and...; T=on, F=off; default=FALSE
LSEPK	Specifies whether the partial charge density is summed up for all selected k points or separated and...; T=on, F=off; default=FALSE
LSFBXC	Removes sources and drains from the exchange-correlation B field; T=on, F=off; default=FALSE
LSINGLES	Switch on singles contribution to correlation energy for GW algorithms; T=on, F=off; default=FALSE
LSMP2LT	LSMP2LT selects a stochastic Laplace transformed MP2 algorithm; T=on, F=off; default=FALSE
LSORBIT	Switch on spin-orbit coupling; T=on, F=off; default=FALSE
LSOSHIFT	LSOSHIFT=.True. activates spinorbit coupling (SOC) contributions to the calculated chemical shielding...; T=on, F=off; default=LSORBIT
LSPECTRAL	LSPECTRAL specifies to use the spectral method; T=on, F=off; default=TRUE
LSPECTRALGW	LSPECTRALGW specifies to use the spectral method for calculating the self-energy; T=on, F=off; default=FALSE
LSPIN_VDW	LSPIN_VDW=.TRUE. switches on the use of the spin-polarized formulation for the nonlocal part of a van...; T=on, F=off; default=FALSE
LSPIRAL	Set LSPIRAL=.TRUE. to represent spin spirals by means of a generalized Bloch condition; T=on, F=off; default=FALSE
LSUBROT	This flag can be set for hybrid functionals (HF-type calculations). LSUBROT determines whether an...; T=on, F=off
LSYNCH5	LSYNCH5 determines whether the output in vaspout.h5 is always synchronized with VASP while the...; T=on, F=off; default=FALSE
LTAU	Request evaluation of the kinetic energy density; T=on, F=off; defaults=False/True
LTBOUNDLIBXC	LTBOUNDLIBXC specifies whether or not the lower bound for the Kohn-Sham kinetic-energy density _{}...; T=on, F=off; default=FALSE
LTEMPER	LTEMPER specified whether parallel tempering is used. The flag must be used in combination with IMAGES; T=on, F=off; default=FALSE
LTHOMAS	LTHOMAS selects a decomposition of the exchange functional based on Thomas-Fermi exponential screening; T=on, F=off; default=FALSE
LTRIPLET	LTRIPLET selects a triplet ansatz for Bethe-Salpeter-equations (BSE) calculations. This is synonymous...; T=on, F=off; default=FALSE
LTSSURF	If set to .TRUE., the standard parametrization of the Tkatchenko-Scheffler method is replaced by the...; T=on, F=off; default=FALSE
LTWO_CENTRE	LTWO_CENTRE calculates off-center Coulomb integrals; T=on, F=off; default=FALSE
LUSENCCL	LUSENCCL allows deactivating the NVIDIA Collective Communications Library (NCCL) during runtime when...; T=on, F=off; default=TRUE
LUSE_VDW	LUSE_VDW=.TRUE. switches on the use of a nonlocal vdW-DF functional. These functionals depend on the...; T=on, F=off; default=FALSE
LVACPOTAV	Switch on determining the vacuum potential by averaging the local potential over a field-free region; T=on, F=off; default=False
LVDWEXPANSION	Decides whether to write the two- to six- body contributions to MBD dispersion energy in the OUTCAR file; T=on, F=off; default=FALSE
LVDWSCS	Activates the self-consistent screening in Tkatchenko-Scheffler method; defaults=TRUE/FALSE
LVDW_EWALD	LVDW_EWALD decides whether the lattice summation in E_{disp} expression by means of Ewald's summation...; T=on, F=off; default=FALSE
LVDW_ONECELL	Can be used to disable vdW interaction with mirror image in X Y Z direction. This is advisable for...; default=FALSE. .FALSE. .FALSE
LVGVAPPL	LVGVAPPL determines whether the vGv orbital magnetic susceptibility is applied in the calculation of...; T=on, F=off; default=FALSE
LVGVCALC	LVGVCALC switches on calculation of the vGv expression for the orbital magnetic susceptibility; T=on, F=off; default=TRUE
LVHAR	Determines whether the local potential V_{{ionic}}({r}) +V_{{hartree}}({r}) (in eV) is written to the...; T=on, F=off; default=FALSE
LVTOT	Determines whether the total local potential V_{{LOCPOT}}({r}) (in eV) is written to the LOCPOT file; T=on, F=off; default=FALSE
LWANNIER90	LWANNIER90=.TRUE. switches on the interface between VASP and [http://www.wannier.org WANNIER90]; T=on, F=off; default=FALSE
LWANNIER90_RUN	LWANNIER90_RUN executes wannier_setup (see LWANNIER90=.TRUE.) and subsequently runs...; T=on, F=off; default=FALSE
LWAVE	Determines whether the wavefunctions are written at the end of a run; T=on, F=off; default=TRUE
LWAVEH5	Determines whether the wavefunctions are written to vaspwave.h5 file at the end of a run; T=on, F=off; default=LH5
LWEIGHTED	LWEIGHTED selects the weighted-cRPA method; T=on, F=off; default=FALSE
LWRITE_MMN_AMN	LWRITE_MMN_AMN=.TRUE. tells the VASP2WANNIER90 interface to write the wannier90.mmn and wannier90.amn...; T=on, F=off; defaults=TRUE/FALSE
LWRITE_SPN	Write wannier90.spn file for noncollinear calculations; T=on, F=off; default=FALSE
LWRITE_UNK	LWRITE_UNK decides whether the cell-periodic part of the relevant Bloch functions is written; T=on, F=off; default=FALSE
LWRITE_WANPROJ	LWRITE_WANPROJ determines whether the Wannier projection file WANPROJ is written; T=on, F=off; default=FALSE
LWRT_AUGMENTED_DENSITY	Switch for WRT_DENSITY to write without augmentation (compensation charge=0); T=on, F=off; default=TRUE
LZEROZ	For LZEROZ=.TRUE. the z-component of the spin-spiral magnetisation density will be forced to be and to...; T=on, F=off; default=FALSE
LZORA	LZORA=.True. yields ZORA scalar-relativistic chemical shieldings in NMR; T=on, F=off; default=False
MAGMOM	Initial magnetic moment for each atom if no magnetization density is present. Considered when symmetry...; defaults=NIONS * 1.0/3 * NIONS * 1.0
MAXDIS	This tag sets the maximum distance that an atom is allowed to travel (in Angstrom) between two ab-...; default=0.0 (switched off)
MAXMEM	MAXMEM specifies the maximum memory one MPI rank will attempt to allocate (in MByte); default=2800 (VASP.5.4.4. and older), automatically set...
MAXMIX	MAXMIX specifies the maximum number of steps stored in the Broyden mixer (IMIX=4); default=-45
MDALGO	Specifies the thermostat and lattice dynamics for molecular-dynamics calculations (in case IBRION=0); options=0/1/2/3/4/5/11/21/...; default=0
METAGGA	Selects a meta-GGA exchange-correlation functional; default=The functional specified by LEXCH in the POTCAR...
MINROT	The flag MINROT defines the value for which the dimer is rotated only if the predicted rotation angle...; default=0.01
MIXPRE	MIXPRE specifies the metric in the Broyden mixing scheme(IMIX=4); options=0/1/2/3; default=1
ML_AFILT2	This tag sets the filtering parameter for the angular filtering for ML_IAFILT2 in the machine learning...; default=0.002
ML_CALGO	Chooses error estimation type for on-the-fly training or reselection of local referenc configurations; default=0
ML_CDOUB	This tag controls the criterion for "enforced" DFT calculations within the machine learning force...; defaults=4.0/2.0
ML_CSIG	Parameter used in the automatic determination of threshold ML_CTIFOR for error estimation in the...; default=0.4
ML_CSLOPE	Parameter used in the automatic determination of threshold for error estimation in the machine...; default=0.2
ML_CTIFOR	This flag sets the threshold for the error estimation in the machine learning force field method; defaults=0.002/0.02
ML_CX	The parameter determines to which value the threshold (ML_CTIFOR) is updated within the machine...; default=0.0
ML_DESC_TYPE	Selects the descriptor type of the three-body descriptor used in machine learning force fields; default=0
ML_EATOM_REF	Reference total energies of isolated atoms used in the machine learning force field method; default=0.0
ML_EMPPOT_RCUT	Sets the cutoff radius for the empirical potentials; default=0.0
ML_EPS_LOW	Threshold for the CUR algorithm used in the sparsification of local reference configurations within...; defaults=1E-11/1E-9
ML_EPS_REG	Initial value for the threshold of the eigenvalues of the covariance matrix in the evidence approximation; default=1E-15
ML_ESTBLOCK	Calculation and output frequency of error estimates for ML_MODE=RUN computations; default=ML_OUTBLOCK
ML_GRACE_MODEL	String-based tag specifying the GRACE force field name or path; default=/SavedModel
ML_IAFILT2	This tag specifies the type of angular filtering used in the machine learning force field method; default=2
ML_IALGO_LINREG	This tag determines the algorithm that is employed to solve the system of linear equations in the...; defaults=4/1
ML_ICOUPLE	This tag specifies the atoms where the coupling parameter is introduced to calculate the chemical...
ML_ICRITERIA	Decides how the error threshold (ML_CTIFOR) is updated within the machine learning force field method....; defaults=3/1/0
ML_IREG	This tag specifies whether the regularization parameters are kept constant or not in the machine...; default=2
ML_ISCALE_TOTEN	This tag specifies how to scale the energy data in the machine learning force field method; default=2
ML_ISTART	This tag selects the mode of operation (e.g. start from scratch, prediction-only,...) of the machine...; default=0
ML_IWEIGHT	This tag controls which procedure is used for normalizing and weighting the energies, forces, and...; default=3
ML_LAFILT2	This tag specifies whether angular filtering is applied or not within the machine learning force field...; T=on, F=off; default=TRUE
ML_LBASIS_DISCARD	Controls whether calculation is continued or stopped after the maximum number of local reference...; T=on, F=off; default=TRUE
ML_LCOUPLE	This tag specifies whether thermodynamic integration is activated in order to calculate the chemical...; T=on, F=off; defaults=TRUE/FALSE
ML_LEATOM	This term specifies whether the total atomic energy is written out or not; T=on, F=off; default=FALSE
ML_LEMPPOT	Enables the use of auxiliary empirical potentials for thermodynamic integration using VCAIMAGES; T=on, F=off; default=FALSE
ML_LERR	Decides whether the Bayesian error estimates are calculated and written out or not; T=on, F=off; default=TRUE
ML_LFAST	This tag switches on the descriptors for refitting in the fast execution mode within machine learning...; T=on, F=off; defaults=TRUE/FALSE
ML_LHEAT	This tag specifies whether the heat flux is calculated or not in the machine learning force field method; T=on, F=off; default=FALSE
ML_LIB	ML_LIB enables/disables the use of the VASPml C++ library for machine-learning features; T=on, F=off; defaults=TRUE/FALSE
ML_LMAX2	This tag specifies the maximum angular momentum quantum number L_ of spherical harmonics used to...; defaults=3/6
ML_LMLFF	Main control tag which enables/disables the use of machine learning force fields; T=on, F=off; default=FALSE
ML_LSPARSDES	Specifies whether angular-descriptor sparsification is enabled within the machine learning force field...; T=on, F=off; default=FALSE
ML_LUSE_NAMES	Decides whether training structures are additionally subdivided into groups internally due to their...; T=on, F=off; default=FALSE
ML_MB	This tag sets the maximum number of local reference configurations (i.e. basis functions in the...; default=see below
ML_MB_MIN	ML_MB_MIN sets the minimum number of local reference configurations required for generation of a...; default=3
ML_MCONF	This tag sets the maximum number of structures stored in memory that are used for training in the...; default=see below
ML_MCONF_NEW	This tag sets the number of configurations that are stored temporarily as candidates for the training...; default=5
ML_MHIS	This tag sets the number of estimated errors stored in memory to determine the threshold for error...; default=10
ML_MODE	String-based tag selecting operation mode for machine learning force fields; options=train/select/refit/refitbayesian/run/delta/none; default=none
ML_MOPOT_DM	Specifies the well depth of the Morse potentials used as auxiliary potentials in thermodynamic...; default=1.0
ML_MOPOT_IJM	Specifies the list of Morse potential pairs used as auxiliary potentials in thermodynamic integration...; default=none
ML_MOPOT_NM	Specifies the number of Morse-potential pairs used as auxiliary potentials in thermodynamic...; default=0
ML_MOPOT_RKM	Specifies the width parameter of the Morse potentials used as auxiliary potentials in thermodynamic...; default=1.0
ML_MOPOT_RM	Specifies the equilibrium bond distance of the Morse potentials used as auxiliary potentials in...; default=1.0
ML_MRB1	This tag sets the number N_{R}^0 of radial basis functions used to expand the radial descriptor...; default=12
ML_MRB2	This tag sets the number N_{R}^l (for all l) of radial basis functions used to expand the angular...; default=8
ML_NATOM_COUPLED	This tag specifies the number of atoms for which a coupling parameter is introduced to calculate the...; default=0
ML_NCSHMEM	Specifies the number of MPI ranks that share a single shared memory segment; defaults=komplex see below/Number of available ranks per...
ML_NHYP	This tag specifies the polynomial power of the kernel within the machine learning force field method...; default=4
ML_NMDINT	Tag to control the minimum interval to get training samples in the machine learning force field method; defaults=1/10
ML_NRANK_SPARSDES	This tag sets the number of highest eigenvalues to which the correlation is measured within the...; default=5
ML_OUTBLOCK	Output distance in number of steps for molecular-dynamics simulations with machine-learned force...; defaults=1/10
ML_OUTPUT_MODE	This tag allows to disable certain file output which helps to increase performance in molecular-...; defaults=0/1
ML_RCOUPLE	This tag specifies the value of the coupling parameter for the calculation of the chemical potential...; defaults=0.0/1.0
ML_RCUT1	Sets the cutoff radius R_{cut} for the radial descriptor ^{(2)}_i(r) in; default=8.0
ML_RCUT2	This flag sets the cutoff radius R_{cut} for the angular descriptor ^{(3)}_i(r) in the machine...; default=5.0
ML_RDES_SPARSDES	Sets the ratio of descriptors kept during angular-descriptor sparsification; default=0.5
ML_SCLC_CTIFOR	Sets fraction by which the error threshold for the maximum forces is lowered in the selection of local...; default=0.6
ML_SIGV0	This flag sets the noise parameter s_{{v}} (see here for definition) for the fitting in the machine...; default=1.0
ML_SIGW0	This flag sets the precision parameter s_{{w}} (see here for definition) for the fitting in the...; defaults=1E-7/1.0
ML_SION1	This tag specifies the width _{atom} of the Gaussian functions used for broadening the atomic...; default=0.5
ML_SION2	This tag specifies the width _{atom} of the Gaussian functions used for broadening the atomic...; default=ML_SION1
ML_SRPOT_B0	Specifies the height of a soft repulsive exponential potential used as an auxiliary potential in...; default=1.0
ML_SRPOT_N0	Specifies the exponent of a soft repulsive exponential potential used as an auxiliary potential in...; default=10
ML_SRPOT_S0	Specifies the broadening of a soft repulsive exponential potential used as an auxiliary potential in...; default=2.0
ML_TYPE	String-based tag selecting type of machine-learned force field to use; options=kernel/vasp/grace; default=kernel
ML_W1	This tag defines the weight for the radial (and angular) descriptor within the machine learning force...; default=0.1
ML_WTIFOR	This tag sets the weight for the scaling of the forces in the training data within the machine...; defaults=0.05/1.0
ML_WTOTEN	Sets a scaling of the fitted potential energy; defaults=0.005/1.0
ML_WTSIF	This tag sets the weight for the scaling of the stress in the training data within the machine...; defaults=5.0/1.0
MSDGW_F	A positive value of MSDGW_F triggers the mixed stochastic-deterministic compression algorithm of...; default=-1
M_CONSTR	M_CONSTR specifies the desired local magnetic moment (size and/or direction) for the constrained local...; default=3*NIONS*0.0
NATURALO	Calculate RPA natural orbitals; default=0; for low scaling GW type calculations the...
NBANDS	NBANDS specifies the total number of KS or QP orbitals in the calculation; default=( {1}{2}{nint} (N_{{elect
NBANDSEXACT	NBANDSEXACT specifies the number of bands used in the all-in-one mode of many-body perturbation theory...; defaults=-1/maximum number of plane waves
NBANDSGW	The flag determines how many QP energies are calculated and updated in GW type calculations; default=twice the number of occupied states
NBANDSO	NBANDSO determines how many occupied orbitals are included in the Casida/BSE calculations or time...; default=number of occupied orbitals
NBANDSV	NBANDSV determines how many unoccupied orbitals are included in the Casida/BSE calculations or...
NBANDS_WAVE	NBANDS_WAVE specifies the number of bands written to WAVECAR in the all-in-one mode of many-body...; defaults=NBANDSGW/NBANDS/NBANDSEXACT
NBLK	NBLK determines the blocking factor in many BLAS level 3 routines; defaults=-1/256
NBLOCK	After NBLOCK ionic steps the pair-correlation function and the DOS are calculated and the ionic...; default=1
NBLOCK_FOCK	Sets the number of orbitals that are processed simultaneously when computing the action of the Fock...; defaults=64/32/OMP_NUM_THREADS
NBMOD	NBMOD controls how bands are selected when computing partial charge densities; options=-3/-2/-1/0/[positive integer]; defaults=n/-2/-1
NBSEBLOCKO	NBSEBLOCKO specifies the blocking factor for the occupied states when setting up the BSE Hamiltonian; default=-1
NBSEBLOCKV	NBSEBLOCKV specifies the blocking factor for the unoccupied states when setting up the BSE Hamiltonian; default=-1
NBSEEIG	NBSEEIG sets the number of BSE eigenvectors written to the BSEFATBAND file. If BSEHOLE or BSEELECTRON...; default=0
NCORE	NCORE controls how many MPI ranks collaborate on a single band, parallelizing the FFTs for that band; default=1
NCORE_IN_IMAGE1	This tag specifies the number of cores in the first image; default=0
NCRPA_BANDS	Controls which bands are excluded in the constrained random-phase approximation. Check also...
NEDOS	Number of grid points for the electronic density of states (DOS) and dielectric function; default=301
NELECT	NELECT sets the number of electrons; default=number of valence electrons
NELM	NELM sets the maximum number of electronic SC (self-consistency) steps; default=60
NELMDL	NELMDL specifies the number of non-self-consistent steps at the beginning; defaults=-12/0/-5
NELMGW	NELMGW sets the number of self-consistent GW steps; default=1
NELMIN	NELMIN specifies the minimum number of electronic self-consistency steps; default=2
NFREE	Depending on IBRION, NFREE specifies the number of remembered steps in the history of ionic...; defaults=1/0
NGX	NGX sets the number of grid points in the FFT grid along the first lattice vector; default=set in accordance with PREC and ENCUT
NGXF	NGXF sets the number of grid points in the "fine" FFT grid along the first lattice vector; default=set in accordance with PREC, NGX, ENCUT and ENAUG
NGY	NGY sets the number of grid points in the FFT grid along the second lattice vector; default=set in accordance with PREC and ENCUT
NGYF	NGYF sets the number of grid points in the "fine" FFT grid along the second lattice vector; default=set in accordance with PREC, NGY, ENCUT and ENAUG
NGYROMAG	NGYROMAG specifies the nuclear gyromagnetic ratios (in MHz, for H0 = 1 T) for the atomic types on the...; default=NTYP*1.0
NGZ	NGZ sets the number of grid points in the FFT grid along the third lattice vector; default=set in accordance with PREC and ENCUT
NGZF	NGZF sets the number of grid points in the "fine" FFT grid along the first lattice vector; default=set in accordance with PREC, NGZ, ENCUT and ENAUG
NHC_NCHAINS	Length of the Nose-Hoover chain; default=0
NHC_NRESPA	The number of subdivisions of the integration step used in propagation of thermostat variables in the...; default=1
NHC_NS	The number of subdivisions of each RESPA step used in the integration step used in propagation of...; options=1/3/7; default=1
NKRED	NKRED specifies an uniform reduction factor for the q-point grid representation of the exact exchange...; default=1
NKREDX	NKREDX specifies a reduction factor for the q-point grid representation of the exact exchange...; default=1
NKREDY	NKREDY specifies a reduction factor for the q-point grid representation of the exact exchange...; default=1
NKREDZ	NKREDZ specifies a reduction factor for the q-point grid representation of the exact exchange...; default=1
NLSPLINE	Construct the PAW projectors in reciprocal space using spline interpolation so that they are...; T=on, F=off; default=FALSE
NMAXFOCKAE	NMAXFOCKAE and LMAXFOCKAE determine whether the overlap densities in the Fock exchange and correlated...; options=1/2; default=1
NOMEGA	NOMEGA specifies the number of (imaginary) frequency and imaginary time grid points; defaults=100/12
NOMEGAPAR	NOMEGAPAR available as of VASP.6, specifies the number of processor groups sharing the same imaginary...; default=NOMEGA
NOMEGAR	NOMEGAR specifies the number of frequency grid points along the real axis; defaults=NOMEGA/0
NOMEGA_DUMP	NOMEGA_DUMP selects the imaginary frequency point of screened potential in low-scaling GW calculations...; default=-1
NPACO	NPACO sets the number of slots in the pair-correlation function written to PCDAT; default=256
NPAR	NPAR determines the number of bands that are treated in parallel. This is a legacy tag; use NCORE instead; default=available ranks
NPPSTR	Specifies the number of k-points on strings along the IGPAR direction
NRMM	Maximum number of iterative steps for RMM-DIIS (IALGO=4X) or Davidson algorithms (IALGO=3X); default=4
NSIM	NSIM sets the number of bands that are optimized simultaneously by the RMM-DIIS algorithm. This also...; default=4
NSTORB	NSTORB specifies the number of stochastic orbitals per cycle in the stochastic MP2 algorithm; default=-1
NSUBSYS	NSUBSYS defines the atomic subsystems in calculations with multiple Anderson thermostats (in case VASP...
NSW	NSW sets the maximum number of ionic steps; default=0
NTARGET_STATES	Controls which Wannier states are excluded in constrained random-phase approximation. Check also...
NTAUPAR	NTAUPAR available as of VASP.6, specifies the number of MPI groups sharing same imaginary time grid...; default=depends on MAXMEM
NTEMPER	NTEMPER specifies how often temperature swaps are attempted during parallel tempering. The flag must...; default=200
NUCIND	Allows the nucleus-independent chemical shielding (NICS) to be calculated; T=on, F=off; default=FALSE
NUM_WANN	Controls the number of Wannier orbitals to be constructed; default=NBANDS
NUPDOWN	Sets the difference between the number of electrons in the up and down spin components; default=not set
NWRITE	This tag determines how much will be written to the file OUTCAR ('verbosity tag'); options=0/1/2/3/4; default=2
ODDONLY	ODDONLY=.TRUE. selects a subset of k-points for the representation of the Fock exchange potential,...; T=on, F=off; default=FALSE
ODDONLYGW	ODDONLYGW allows to avoid the inclusion of the point in the evaluation of response functions (in GW...; T=on, F=off; default=FALSE
OFIELD_A	The tag OFIELD_A sets the desired order parameter Q_6 in the Interface pinning method
OFIELD_KAPPA	The tag OFIELD_KAPPA sets the strength of the bias potential in the Interface pinning method
OFIELD_Q6_FAR	OFIELD_Q6_FAR sets the far fading distance for the computation of a continuous Q_6 parameter in the...
OFIELD_Q6_NEAR	OFIELD_Q6_NEAR sets the near-fading distance (in ) for the computation of a continuous Q_6 parameter...
OMEGAMAX	OMEGAMAX specifies the maximum frequency for the dense part of the frequency grid for GW calculations...; default=outermost node in dielectric function ()/1.3
OMEGAMIN	OMEGAMIN sets the minimum frequency in the frequency grid; default=minimum transition energy (0.05 for metals)
OMEGATL	OMEGATL specifies the maximum frequency for the coarse part of the frequency grid; default=10 outermost node in dielectric function ()
PARAM1	For GGA=MK, for GGA=BO; default=0.1234
PARAM2	For GGA=MK, or for GGA=BO; default=1.0
PFLAT	Controls flat-profile output from profiling routines; T=on, F=off
PHON_BORN_CHARGES	PHON_BORN_CHARGES sets the Born effective charges to be used for the dipole-dipole corrections in the...; default=None
PHON_DIELECTRIC	PHON_DIELECTRIC sets the static dielectric tensor to be used for the dipole-dipole corrections in the...; default=None
PHON_DOS	Select the approach to use when computing the phonon density-of-states (DOS); options=0/1/2; default=0
PHON_G_CUTOFF	PHON_G_CUTOFF sets the cutoff radius in reciprocal space used to determine the number of {G} vectors...; default=8.0
PHON_LBOSE	Determines whether structures in the sampling are created according to Bose-Einstein or Maxwell-...; T=on, F=off; default=TRUE
